province,city,new_customer_count,orders,order_value,major_city,
Vermont,Burke,1,1,143.95,,
Washington,Singapore,1,1,143.87,,
Arizona,anthem,1,1,143.55,,
Maine,Norridgewock,1,1,143.47,,
Tōkyō,Tokyo,1,1,143.35,,
Florida,melbourne,1,1,143.24,,
Georgia,Rock Spring,1,1,143.2,,
Vermont,Bethel,1,1,143,,
Massachusetts,Rockport,1,1,143,,
Massachusetts,nantucket,1,1,142.95,,
New Jersey,Lincoln Park,1,1,142.8,,
Minnesota,STILLWATER,1,1,142.8,,
Unknown Province,tel aviv,1,1,142.55,,
Colorado,Gypsum,1,1,142.29,,
California,Felton,1,1,142.27,,
Vermont,Saint Johnsbury,1,1,142,,
Minnesota,MEDINA,1,1,142,,
West Virginia,Great Cacapon,1,1,142,,
Pennsylvania,Wyomissing,1,1,141.95,,
New York,Hampton baya,1,1,141.9,,
Pennsylvania,McKees Rocks,1,1,141.9,,
Texas,Alvord,1,1,141.82,,
New Jersey,MILLSTONE TWP,1,1,141.75,,
Maine,Northport,1,1,141.68,,
California,occidental,1,1,141.63,,
Maryland,chevy chase,1,1,141.61,,
Florida,Indian River Shores,1,1,141.6,,
New Jersey,CLIFTON,1,1,141.6,,
Florida,HALLANDALE,1,1,141.6,,
California,WEST LOS ANGELES,1,1,141.46,LA,
Iowa,Holstein,1,1,141.15,,
Pennsylvania,Spruce Creek,1,1,141.1,,
New York,QUEENS,1,1,141.1,,
New York,Hilton,1,1,141.05,,
New York,East Rochester,1,1,140.99,,
Maryland,White Marsh,1,1,140.98,,
Michigan,Petoskey,1,1,140.98,,
Alabama,Russellville,1,1,140.95,,
Massachusetts,ORLEANS,1,1,140.95,,
New Hampshire,PORTSMOUTH,1,1,140.8,,
Pennsylvania,Sayre,1,1,140.8,,
Washington,wenatchee,1,1,140.48,,
Tennessee,franklin,1,1,140.35,,
Michigan,ROYAL OAK,1,1,140.35,,
Texas,Manvel,1,1,140.15,,
Connecticut,Canaan,1,1,140.13,,
Hong Kong Island,Stanley,1,1,139.95,,
Colorado,COLORADO SPRINGS,1,1,139.9,,
North Carolina,Lincolnton,1,1,139.71,,
Quebec,Québec,1,1,139.5,,
Connecticut,New London,1,1,139.45,,
California,Sun Valley,1,1,139.42,,
California,El segundo,1,1,139.42,,
Georgia,Atlantic,1,1,139.41,,
Victoria,Officer,1,1,139.35,,
Western Australia,Waikiki,1,1,139.35,,
New South Wales,Ettalong Beach,1,1,139.35,,
England,Welwyn Garden City,1,1,139.35,,
Illinois,Deer Park,1,1,139.33,,
New York,Swan Lake,1,1,139.32,,
California,Gonzales,1,1,139.2,,
Ohio,Campbell,1,1,139.09,,
Virginia,Gloucester,1,1,138.81,,
Pennsylvania,Hollidaysburg,1,1,138.75,,
Indiana,Whitestown,1,1,138.75,,
Alabama,MONTGOMERY,1,1,138.75,,
New York,Lancaster,1,1,138.75,,
Oklahoma,Lawton,1,1,138.75,,
South Carolina,Townville,1,1,138.75,,
Minnesota,Brainerd,1,1,138.75,,
Illinois,Crete,1,1,138.69,,
Tennessee,jackson,1,1,138.65,,
California,TEMECULA,1,1,138.49,,
New Jersey,Freehold,1,1,138,,
Indiana,Winona Lake,1,1,138,,
New Jersey,Ocean Township,1,1,138,,
New Jersey,BELMAR,1,1,138,,
Pennsylvania,Stroudsburg,1,1,138,,
Minnesota,Taylors Falls,1,1,138,,
Connecticut,west haven,1,1,137.7,,
Illinois,Westchester,1,1,137.52,,
Utah,South jordan,1,1,137.5,,
Michigan,Newaygo,1,1,137.38,,
Ohio,Delphos,1,1,137.28,,
California,San Francisico,1,1,137.25,SF,
California,Big sur,1,1,137.24,,
Minnesota,Independence,1,1,137,,
New Hampshire,Wilton,1,1,136.8,,
California,tujunga,1,1,136.77,,
Kentucky,fort thomas,1,1,136.75,,
New Hampshire,Milford,1,1,136.75,,
New York,Valatie,1,1,136.75,,
Unknown Province,EYSINES,1,1,136.55,,
Texas,Edinburg,1,1,136.4,,
Hawaii,Kapa’a,1,1,136.38,,
New South Wales,Coogee,1,1,136.35,,
California,MARTINEZ,1,1,136.3,,
Quebec,Lévis,1,1,136.3,,
Florida,Longwood,1,1,136.3,,
Nebraska,McCook,1,1,136.15,,
Washington,Allyn,1,1,136.01,,
California,SAN CARLOS,1,1,135.99,,
Missouri,Villa Ridge,1,1,135.75,,
Alabama,Brooklyn,1,1,135.75,,
Mississippi,Hollandale,1,1,135.75,,
Massachusetts,Boxborough,1,1,135.75,,
Ohio,Nashport,1,1,135.54,,
Arizona,WADDELL,1,1,134.95,,
Tennessee,College Grove,1,1,134.8,,
Montana,Kila,1,1,134.8,,
New Hampshire,Campton,1,1,134.75,,
New York,New YOrk,1,1,134.75,,
Connecticut,NAUGATUCK,1,1,134.75,,
New York,SPRINGFIELD GARDENS,1,1,134.75,,
New Jersey,Wanamassa,1,1,134.66,,
Illinois,MATTOON,1,1,134.63,,
California,La Selva Beach,1,1,134.5,,
California,Paso robles,1,1,134.5,,
Oregon,Turner,1,1,134.35,,
Hawaii,AIEA,1,1,134.23,,
Connecticut,East Lyme,1,1,134.05,,
Colorado,Mancos,1,1,134.04,,
California,Thousand Palms,1,1,134.01,,
Illinois,Jacksonville,1,1,133.84,,
North Carolina,Sanford,1,1,133.81,,
Vermont,Fayston,1,1,133.75,,
Virginia,Fishersville,1,1,133.73,,
Illinois,EVANSTON,1,1,133.4,,
Wisconsin,Burlington,1,1,133.36,,
California,Ben Lomond,1,1,133.3,,
New South Wales,EAST ALBURY,1,1,133.15,,
Australian Capital Territory,Harrison,1,1,133.15,,
Florida,Deland,1,1,133.13,,
Nevada,Crystal Bay,1,1,133,,
Unknown Province,Bern,1,1,132.96,,
Michigan,St. Joseph,1,1,132.93,,
Georgia,Whitesburg,1,1,132.8,,
New York,Lake grove,1,1,132.78,,
New York,Austerlitz,1,1,132.75,,
Arizona,phoenix,1,1,132.75,,
Arizona,SURPRISE,1,1,132.75,,
Wyoming,Cody,1,1,132.75,,
Tennessee,Red Bank,1,1,132.74,,
Michigan,Saint Clair,1,1,132.69,,
New York,amagansett,1,1,132.55,,
Connecticut,Bloomfield,1,1,132.55,,
Maine,Hollis Center,1,1,132.26,,
Ontario,Cambridge,1,1,132.2,,
Maine,Belfast,1,1,132.07,,
South Dakota,Yankton,1,1,132,,
Idaho,Lewiston,1,1,132,,
Massachusetts,WORCESTER,1,1,131.95,,
Pennsylvania,Pocono Pines,1,1,131.75,,
Alaska,ANCHORAGE,1,1,131.75,,
Illinois,Niles,1,1,131.71,,
Michigan,Coopersville,1,1,131.35,,
Pennsylvania,Glenside,1,1,131.25,,
Colorado,carbondale,1,1,131.15,,
Maine,Plymouth,1,1,130.9,,
Indiana,Culver,1,1,130.75,,
Massachusetts,Manchester By The Sea,1,1,130.75,,
Iowa,Ackworth,1,1,130.75,,
New York,MENDON,1,1,130.75,,
California,San Franciso,1,1,130.72,SF,
New Mexico,Las Vegas,1,1,130.5,,
California,Playa Vista,1,1,130.48,,
Ohio,Trenton,1,1,130.38,,
New York,MANHASSET,1,1,130.16,,
Western Australia,Osmington,1,1,130.15,,
Western Australia,Morley,1,1,130.15,,
Ontario,Maple,1,1,130.09,,
Illinois,LaSalle,1,1,130.07,,
Auckland,Albany,1,1,130.06,,
Louisiana,Des Allemands,1,1,129.95,,
Washington,Tulalip,1,1,129.89,,
California,Fort jones,1,1,129.77,,
Texas,Hawley,1,1,129.7,,
Minnesota,BOYD,1,1,129.6,,
California,SALINAS,1,1,129.34,,
New York,Elmont,1,1,129.26,,
Illinois,Scott Air Force Base,1,1,129.24,,
California,Lake balboa,1,1,129.2,,
New South Wales,Greenwich,1,1,129.15,,
New South Wales,Manly,1,1,129.15,,
Ohio,CONCORD TWP,1,1,129.11,,
Tennessee,chattanooga,1,1,129.08,,
New York,flushing,1,1,129,,
Saskatchewan,Vonda,1,1,128.88,,
Alberta,Lethbridge,1,1,128.88,,
Illinois,Oak park,1,1,128.85,,
Ohio,Garrettsville,1,1,128.82,,
Indiana,Elkhart,1,1,128.75,,
Victoria,Werribee,1,1,128.75,,
Florida,Lehigh Acres,1,1,128.55,,
Pennsylvania,"Newtown Square, PA",1,1,128.55,,
South Carolina,Kiawah Island,1,1,128.55,,
New Jersey,Paterson,1,1,128.55,,
Colorado,Glendale,1,1,128.48,,
Nova Scotia,"Halifax, NS",1,1,128.33,,
Unknown Province,Mons,1,1,128.15,,
Oregon,Mulino,1,1,128,,
Oregon,Brookings,1,1,128,,
Oregon,Mt. Angel,1,1,128,,
Massachusetts,Charlton,1,1,128,,
Idaho,Middleton,1,1,127.95,,
Western Australia,Greenbushes,1,1,127.85,,
New South Wales,Dulwich Hill,1,1,127.75,,
Maryland,Friendship,1,1,127.63,,
Tasmania,Wynyard,1,1,127.6,,
New York,Arverne,1,1,127.55,,
Florida,BEVERLY HILLS,1,1,127.55,,
New York,Franklin Square,1,1,127.55,,
New York,Medford,1,1,127.53,,
Colorado,Clifton,1,1,127.49,,
Washington,Greenwater,1,1,127.46,,
California,DEL MAR,1,1,127.35,,
Florida,Havana,1,1,127.05,,
Arizona,Oracle,1,1,127,,
Unknown Province,Nice,1,1,127,,
New Mexico,Questa,1,1,126.98,,
Virginia,Huntly,1,1,126.8,,
Ohio,Wakeman,1,1,126.76,,
New York,Naples,1,1,126.76,,
Texas,Pecos,1,1,126.55,,
Pennsylvania,Perkasie,1,1,126.55,,
North Carolina,Havelock,1,1,126.18,,
Michigan,Commerce Township,1,1,126.14,,
Michigan,allendale,1,1,126.05,,
New York,island park,1,1,126.01,,
Idaho,Cascade,1,1,126,,
Vermont,Grafton,1,1,126,,
Tennessee,Lakeland,1,1,126,,
California,santa ana,1,1,125.86,,
Idaho,Donnelly,1,1,125.8,,
New York,Huntington Station,1,1,125.56,,
New Hampshire,Bethlehem,1,1,125.55,,
Georgia,Quitman,1,1,125.47,,
Pennsylvania,phila,1,1,125.15,,
Pennsylvania,BOYERTOWN,1,1,125.15,,
Hong Kong Island,Tai Ping Shan,1,1,125,,
New York,Shoreham,1,1,124.76,,
New Jersey,Forked River,1,1,124.55,,
England,TOTNES,1,1,124.55,,
New York,Prattsburgh,1,1,124.55,,
South Carolina,Liberty,1,1,124.55,,
New York,Mount Vernon,1,1,124.5,,
North Carolina,Morganton,1,1,124.25,,
Kansas,Lake Quivira,1,1,124.2,,
Illinois,Schiller Park,1,1,124.19,,
New Hampshire,New Durham,1,1,124.1,,
Massachusetts,Woods Hole,1,1,124.04,,
Wyoming,teton village,1,1,124.04,,
Massachusetts,Hamilton,1,1,124.04,,
Georgia,Dacula,1,1,124.02,,
Arkansas,Huntsville,1,1,124,,
Vermont,Morristown,1,1,124,,
New York,Narrowsburg,1,1,124,,
New York,Verona Beach,1,1,124,,
Pennsylvania,East Stroudsburg,1,1,124,,
Unknown Province,Uherský Brod,1,1,123.98,,
California,Whitethorn,1,1,123.92,,
Michigan,Grandville,1,1,123.79,,
Ohio,Alexandria,1,1,123.55,,
Pennsylvania,Dover,1,1,123.49,,
Wisconsin,Rice Lake,1,1,123.44,,
Indiana,Crawfordsville,1,1,123.26,,
Minnesota,Alexandria,1,1,123.2,,
Florida,Davenport,1,1,123.2,,
Michigan,Rockford,1,1,123.19,,
Maryland,Nottingham,1,1,123.19,,
Georgia,Grayson,1,1,123.19,,
Ontario,North York,1,1,123.16,,
Massachusetts,Swampscott,1,1,123.04,,
New South Wales,West Pennant HIlls,1,1,122.95,,
England,Tynemouth,1,1,122.95,,
Wisconsin,"Stevens Point, WI",1,1,122.8,,
New York,Potsdam,1,1,122.72,,
Pennsylvania,Royersford,1,1,122.55,,
Alabama,Vestavia,1,1,122.55,,
Colorado,Sedalia,1,1,122.4,,
North Carolina,Pinebluff,1,1,122.21,,
Illinois,Marengo,1,1,122.21,,
Maryland,Garrett Park,1,1,122.13,,
Michigan,Casco,1,1,122.13,,
Missouri,kansas city,1,1,122,,
South Carolina,Clover,1,1,122,,
Scotland,Perth,1,1,121.98,,
New South Wales,Bundeena,1,1,121.98,,
Gyeonggi,Seongnam-si,1,1,121.98,,
Unknown Province,Hamburg,1,1,121.98,,
Ohio,Hinckley,1,1,121.92,,
New York,east hampton,1,1,121.79,,
Victoria,Mont Albert,1,1,121.75,,
Iowa,Burlington,1,1,121.55,,
Oregon,Elkton,1,1,121.55,,
Maryland,Owings,1,1,121.07,,
Pennsylvania,Garnet Valley,1,1,121.04,,
South Australia,Beulah Park,1,1,121,,
England,Cravern Arms,1,1,120.98,,
Michigan,Tipton,1,1,120.84,,
Florida,Cape Canaveral,1,1,120.8,,
Colorado,Cascade,1,1,120.8,,
Pennsylvania,South Park Township,1,1,120.55,,
New Jersey,Belmar,1,1,120.55,,
Pennsylvania,Rossiter,1,1,120.55,,
Pennsylvania,Conshohocken,1,1,120.55,,
Massachusetts,Attleboro,1,1,120.55,,
Virgin Islands,St thomas,1,1,120.55,,
Massachusetts,Marion,1,1,120.55,,
Missouri,Odessa,1,1,120.55,,
New York,Medina,1,1,120.55,,
New Jersey,Lodi,1,1,120.55,,
Texas,BOERNE,1,1,120.52,,
Hawaii,KAILUA KONA,1,1,120.44,,
New Jersey,lawrenceville,1,1,120.25,,
New York,Spencer,1,1,120.25,,
New York,HALFMOON,1,1,120.25,,
California,San DIego,1,1,119.98,,
California,HUNTINGTON BEACH,1,1,119.74,,
Wisconsin,Cross Plains,1,1,119.64,,
Utah,Lindon,1,1,119.44,,
New Jersey,W Long Branch,1,1,119.35,,
Connecticut,6340,1,1,119.35,,
Missouri,Kansas Cuty,1,1,119.35,,
Vermont,East Montpelier,1,1,119.15,,
Georgia,east point,1,1,119.06,,
Massachusetts,South Hadley,1,1,119,,
Minnesota,Glencoe,1,1,119,,
Iowa,Preston,1,1,119,,
Northern Territory,Wanguri,1,1,118.98,,
Colorado,Mead,1,1,118.85,,
Colorado,Greeley,1,1,118.63,,
Quebec,Blainville,1,1,118.61,,
New York,southampton,1,1,118.48,,
Maine,Blaine,1,1,118.35,,
Florida,Satsuma,1,1,118.35,,
Maine,BRUNSWICK,1,1,118.35,,
Pennsylvania,Tunkhannock,1,1,118.35,,
New Hampshire,Sharon,1,1,118.35,,
New Hampshire,Harrisville,1,1,118.35,,
South Carolina,FORT MILL,1,1,118,,
Ontario,East York,1,1,118,,
Massachusetts,Upton,1,1,118,,
Minnesota,Monticello,1,1,118,,
New York,Middle Village,1,1,118,,
California,Mountain ranch,1,1,117.97,,
Connecticut,Storrs Mansfield,1,1,117.95,,
Montana,Red Lodge,1,1,117.95,,
North Carolina,Lake Lure,1,1,117.91,,
New York,Lake Hill,1,1,117.71,,
New Jersey,Sicklerville,1,1,117.55,,
Maine,KENNEBUNK,1,1,117.53,,
Unknown Province,Jena,1,1,117.25,,
California,playa del rey,1,1,117.19,,
Western Australia,Esperance,1,1,117,,
Queensland,Belli Park,1,1,117,,
California,Avila Beach,1,1,116.9,,
Quebec,Westmount,1,1,116.75,,
California,Manteca,1,1,116.55,,
Washington,Husum,1,1,116.41,,
Virginia,Strasburg,1,1,116.35,,
Oregon,boardman,1,1,116.35,,
New York,Ganesvoort,1,1,116.2,,
North Carolina,Denver,1,1,116.18,,
California,"LOS ANGELES, CA",1,1,116.08,,
Unknown Province,Kruså,1,1,115.98,,
Texas,Stafford,1,1,115.84,,
Texas,Euless,1,1,115.83,,
California,PLEASANTON,1,1,115.77,,
New York,Wynantskill,1,1,115.71,,
Wisconsin,Barneveld,1,1,115.6,,
Maryland,SILVER SPRING,1,1,115.54,,
Illinois,Des plaines,1,1,115.52,,
Michigan,Pinconning,1,1,115.33,,
Michigan,Auburn Hills,1,1,115.33,,
Texas,Lorena,1,1,115.32,,
Alabama,Harvest,1,1,115.3,,
North Carolina,monroe,1,1,115.29,,
Minnesota,Spring Valley,1,1,115.2,,
New Jersey,Hardwick Township,1,1,115.2,,
Tasmania,KINGSTON,1,1,115.15,,
New York,Patterson,1,1,115.08,,
Ohio,Wooster,1,1,115.05,,
Massachusetts,Shelburne Falls,1,1,115,,
Virginia,gainesville,1,1,114.95,,
New York,Cheektowaga,1,1,114.9,,
Texas,Alice,1,1,114.73,,
Hawaii,Paauilo,1,1,114.6,,
Michigan,Bear Lake,1,1,114.51,,
Mississippi,VANCLEAVE,1,1,114.35,,
California,March Air Reserve Base,1,1,114.29,,
Mississippi,Carthage,1,1,114.15,,
New Jersey,New Milford,1,1,114.15,,
Ontario,Halton Hills,1,1,114.12,,
Pennsylvania,Northampton,1,1,114,,
Kentucky,Bowling green,1,1,114,,
Massachusetts,Pelham,1,1,114,,
Michigan,Grayling,1,1,114,,
Massachusetts,West Springfield,1,1,114,,
Unknown Province,Dammam,1,1,113.98,,
Australian Capital Territory,Cook,1,1,113.98,,
Victoria,Gisborne,1,1,113.98,,
New York,Fort Covington,1,1,113.8,,
California,HEMET,1,1,113.78,,
Texas,Addison,1,1,113.56,,
Illinois,Yorkville,1,1,113.41,,
New Jersey,Wood Ridge,1,1,113.4,,
New South Wales,Caringbah South,1,1,113.2,,
North Carolina,Beaufort,1,1,113.17,,
Ontario,Whitchurch-Stouffville,1,1,113.14,,
Illinois,Coal Valley,1,1,113.05,,
New South Wales,Valla Beach,1,1,113.04,,
South Carolina,Prosperity,1,1,113,,
Unknown Province,Auckland,1,1,113,,
Arizona,Payson,1,1,112.99,,
California,ATHERTON,1,1,112.66,,
Illinois,SPRINGFIELD,1,1,112.63,,
New York,WHITE PLAINS,1,1,112.57,,
California,Occidental,1,1,112.49,,
Idaho,Kuna,1,1,112.35,,
New York,Niagara Falls,1,1,112.32,,
Illinois,DUNDEE,1,1,112.21,,
Quebec,Quebec,1,1,112.15,,
Texas,Yantis,1,1,112.11,,
New York,Averill Park,1,1,112.03,,
Victoria,ST KILDA EAST,1,1,111.98,,
Victoria,Mentone,1,1,111.98,,
Illinois,Grayslake,1,1,111.93,,
Illinois,O’Fallon,1,1,111.68,,
Maryland,GLENARDEN,1,1,111.58,,
Utah,AMERICAN FORK,1,1,111.56,,
New York,chappaqua,1,1,111.55,,
New Mexico,Ramah,1,1,111.55,,
Tennessee,Old hickory,1,1,111.55,,
Kentucky,Florence,1,1,111.55,,
Pennsylvania,HONEY BROOK,1,1,111.55,,
Wisconsin,Saint Francis,1,1,111.55,,
Washington,brier,1,1,111.45,,
Texas,Sanger,1,1,111.39,,
New Mexico,ZUNI,1,1,111.35,,
California,Rough and Ready,1,1,111.34,,
Florida,ROCKLEDGE,1,1,111.29,,
Michigan,DOLLAR BAY,1,1,111.22,,
New Jersey,Northfield,1,1,111.15,,
Washington,Camano,1,1,111.15,,
Ohio,Brooklyn,1,1,111.13,,
California,Ridgecrest,1,1,111.12,,
North Carolina,Shallotte,1,1,111.04,,
South Dakota,Pierre,1,1,111,,
Ohio,Okeana,1,1,110.79,,
Unknown Province,Porirua,1,1,110.75,,
Washington,Mount Lake Terrace,1,1,110.73,,
New York,Cornwall-on-Hudson,1,1,110.39,,
Virginia,Amelia,1,1,110.35,,
Iowa,Britt,1,1,110.35,,
Florida,North Lauderdale,1,1,110.35,,
Massachusetts,wellesley,1,1,110.35,,
Colorado,CENTENNIAL,1,1,110.31,,
Georgia,ST SIMONS IS,1,1,110.27,,
Michigan,East China,1,1,110.27,,
Colorado,Clark,1,1,110.19,,
District of Columbia,washington,1,1,110.16,,
Indiana,Linton,1,1,110.12,,
California,Wrightwood,1,1,109.9,,
New Jersey,Delran,1,1,109.8,,
New York,Mount Sinai,1,1,109.8,,
Colorado,commerce city,1,1,109.8,,
Ontario,Windsor,1,1,109.68,,
Ohio,E PALESTINE,1,1,109.62,,
California,Rolling Hills Estates,1,1,109.52,,
California,Van nuys,1,1,109.5,,
North Carolina,Fuquay-Varina,1,1,109.4,,
Massachusetts,Ware,1,1,109.4,,
Queensland,Kelvin Grove,1,1,109.35,,
Dubai,Downtown Dubai,1,1,109.21,,
Virginia,Stephenson,1,1,109.17,,
Kentucky,Springfield,1,1,109.15,,
Georgia,Perry,1,1,109.14,,
Washington,SNOQUALMIE,1,1,109.07,,
Nevada,Laughlin,1,1,109.04,,
California,"Berkeley,",1,1,109.03,,
Pennsylvania,Blue Bell,1,1,108.94,,
Kentucky,Dayton,1,1,108.8,,
Oklahoma,Jones,1,1,108.75,,
Colorado,crested butte,1,1,108.66,,
Oklahoma,El Reno,1,1,108.65,,
California,Bloomington,1,1,108.59,,
California,Marina Del rey,1,1,108.3,LA,
New Mexico,La Madera,1,1,108.15,,
Louisiana,Greenwell Springs,1,1,108.15,,
Virginia,burke,1,1,108.15,,
Massachusetts,oak bluffs,1,1,108.15,,
South Carolina,Clemson,1,1,108.15,,
Pennsylvania,Temple,1,1,108.04,,
Rhode Island,West Greenwich,1,1,108,,
New Jersey,Ho-Ho-Kus,1,1,108,,
New Jersey,Ventnor City,1,1,108,,
Unknown Province,Strömstad,1,1,107.98,,
Maine,North Yarmouth,1,1,107.95,,
Vermont,ST JOHNSBURY,1,1,107.95,,
Pennsylvania,Nazareth,1,1,107.86,,
Ontario,Innisfil,1,1,107.81,,
Wisconsin,Roberts,1,1,107.62,,
British Columbia,VICTORIA,1,1,107.47,,
Maine,Minot,1,1,107.15,,
Oregon,ASHLAND,1,1,107.15,,
Oregon,Joseph,1,1,107.15,,
Minnesota,Hopkins,1,1,107.15,,
Texas,LANTANA,1,1,107.07,,
Ohio,Harrison,1,1,106.63,,
Kanagawa,Sagamihara,1,1,106.56,,
Hawaii,HONOLULU,1,1,106.52,,
Missouri,Sappington,1,1,106.15,,
Utah,COTTONWOOD HEIGHTS,1,1,106.15,,
California,Dunsmuir,1,1,106.08,,
South Carolina,Sullivan's Island,1,1,106,,
Pennsylvania,Chesterbrook,1,1,106,,
Texas,Crawford,1,1,106,,
Ohio,Republic,1,1,105.98,,
Florida,Navarre,1,1,105.84,,
Georgia,Cleveland,1,1,105.84,,
Ohio,westlake,1,1,105.74,,
California,CAPITOLA,1,1,105.62,,
Michigan,Pierson,1,1,105.6,,
Hong Kong Island,Central,1,1,105.39,,
Hong Kong Island,Shek O,1,1,105.18,,
New York,EAST HAMPTON,1,1,105.15,,
Kansas,MERRIAM,1,1,105.15,,
Massachusetts,Milford,1,1,105.15,,
California,Sherman oak,1,1,105.12,,
New South Wales,Randwick,1,1,105,,
Oregon,Blodgett,1,1,104.98,,
Vermont,Sandgate,1,1,104.98,,
Oregon,Yamhill,1,1,104.95,,
New York,Croton on Hudson,1,1,104.95,,
Texas,Melissa,1,1,104.9,,
Georgia,Peachtree Corners,1,1,104.86,,
Tennessee,Bluff City,1,1,104.74,,
California,Jacumba Hot Springs,1,1,104.56,,
Maryland,Annapolis Junction,1,1,104.46,,
Vermont,Cambridge,1,1,104.25,,
Florida,jacksonville,1,1,104.18,,
Massachusetts,Otis,1,1,104.15,,
New Jersey,Long Beach,1,1,104.15,,
Missouri,EXCELSIOR SPRINGS,1,1,104.15,,
Kentucky,Alexandria,1,1,104.15,,
California,F,1,1,104.03,,
Minnesota,Morgan,1,1,104,,
Massachusetts,Harwich,1,1,104,,
Massachusetts,WEST NEWBURY,1,1,103.98,,
Utah,West Valley City,1,1,103.95,,
Illinois,S Jacksonville,1,1,103.94,,
California,seal beach,1,1,103.86,,
New York,Newyork,1,1,103.7,,
Maryland,Westminster,1,1,103.5,,
New South Wales,Myocum,1,1,103.38,,
California,Tulare,1,1,103.27,,
Indiana,Marion,1,1,103.15,,
New York,Hastings,1,1,103.12,,
Oregon,bend,1,1,103,,
Tasmania,Geilston Bay,1,1,102.98,,
Florida,North Fort Myers,1,1,102.98,,
Kansas,PRAIRIE VILLAGE,1,1,102.98,,
California,Newport beach,1,1,102.96,,
New Hampshire,atkinson,1,1,102.85,,
Michigan,Ortonville,1,1,102.82,,
Ontario,Bowmanville,1,1,102.82,,
Ontario,Smithville,1,1,102.82,,
Michigan,Potterville,1,1,102.74,,
Texas,Spicewood,1,1,102.72,,
Michigan,HOWELL,1,1,102.6,,
Georgia,Ringgold,1,1,102.6,,
North Dakota,Grafton,1,1,102.6,,
Florida,Treasure Island,1,1,102.6,,
New Jersey,Mannington Township,1,1,102.4,,
Montana,Roscoe,1,1,102.4,,
Maryland,Walkersville,1,1,102.37,,
California,Santa clarita,1,1,102.34,,
New York,Hastings on Hudson,1,1,102.22,,
Illinois,Normal,1,1,102.19,,
New York,Watertown,1,1,102.15,,
Idaho,meridian,1,1,102.15,,
Pennsylvania,Emmaus,1,1,101.98,,
Colorado,Highlands ranch,1,1,101.86,,
North Carolina,raleigh,1,1,101.81,,
Indiana,Richmond,1,1,101.56,,
California,downey,1,1,101.26,,
New York,Upper nyack,1,1,101.24,,
Georgia,JOHNS CREEK,1,1,101.19,,
Florida,Jacksonville beach,1,1,101.04,,
Connecticut,Seymour,1,1,101,,
Colorado,aurora,1,1,100.88,,
Texas,Bedford,1,1,100.8,,
Pennsylvania,Monroeville,1,1,100.59,,
New Jersey,Blairstown,1,1,100.58,,
California,orinda,1,1,100.3,,
Pennsylvania,Stevens,1,1,100.3,,
Virginia,Earlysville,1,1,100.26,,
Wisconsin,cudahy,1,1,100.15,,
British Columbia,BOWEN ISLAND,1,1,100,,
Pennsylvania,Port Matilda,1,1,100,,
Georgia,ALPHARETTA,1,1,100,,
Unknown Province,Stabekk,1,1,100,,
Maine,Augusta,1,1,100,,
Ohio,Troy,1,1,100,,
New York,Yorktown Heights,1,1,100,,
Wisconsin,North Fond du Lac,1,1,100,,
New York,Waterloo,1,1,100,,
Minnesota,Watertown,1,1,100,,
Nebraska,HICKMAN,1,1,100,,
Minnesota,MOUND,1,1,100,,
Alabama,ASHFORD,1,1,100,,
New York,LANSING,1,1,100,,
Texas,MARBLE FALLS,1,1,100,,
Missouri,Newburg,1,1,100,,
Unknown Province,L'Houmeau,1,1,100,,
Victoria,Canterbury,1,1,100,,
Western Australia,Yangebup,1,1,100,,
California,REDLANDS,1,1,100,,
Pennsylvania,Catawissa,1,1,100,,
Connecticut,East Haddam,1,1,99.98,,
Colorado,LONGMONT,1,1,99.84,,
New York,WORCESTER,1,1,99.84,,
New York,woodstock,1,1,99.78,,
Michigan,Grosse Pointe Shores,1,1,99.56,,
Florida,Maitland,1,1,99.55,,
Iowa,GRIMES,1,1,99.55,,
New York,Rocky Point,1,1,99.33,,
New York,Cherry Valley,1,1,99.25,,
California,LA PUENTE,1,1,99.05,,
California,Penn Valley,1,1,99,,
New Jersey,Bloomingdale,1,1,99,,
Connecticut,Oakville,1,1,98.98,,
Massachusetts,Hanson,1,1,98.98,,
Massachusetts,VINEYARD HAVEN,1,1,98.98,,
Ohio,CHAGRIN FALLS,1,1,98.98,,
Kentucky,Radcliff,1,1,98.98,,
Texas,Dayton,1,1,98.98,,
Pennsylvania,collegeville,1,1,98.98,,
Washington,Seatac,1,1,98.97,,
District of Columbia,Washington DC,1,1,98.8,,
New York,Loch Sheldrake,1,1,98.8,,
New York,Otego,1,1,98.74,,
Illinois,Bolingbrook,1,1,98.65,,
New Mexico,Chimayo,1,1,98.5,,
New Jersey,Runnemede,1,1,98.45,,
Minnesota,Stewartville,1,1,98,,
Ohio,Wyoming,1,1,97.99,,
Florida,Malabar,1,1,97.98,,
Auckland,Massey,1,1,97.98,,
New South Wales,Summer Hill,1,1,97.98,,
Pennsylvania,Berwyn,1,1,97.98,,
Kansas,LEAVENWORTH,1,1,97.98,,
Massachusetts,Leominster,1,1,97.88,,
New York,Colonie,1,1,97.7,,
Colorado,Palisade,1,1,97.7,,
California,Corona del mar,1,1,97.6,,
New York,KINGS PARK,1,1,97.55,,
Virginia,Gainesville,1,1,97.55,,
Texas,Grand Prairie,1,1,97.55,,
Louisiana,Sherman Oaks,1,1,97.55,,
New York,newburgh,1,1,97.55,,
Pennsylvania,Denver,1,1,97.55,,
